news_title,news_text
"24 deaths, 390 COVID-19 cases reported in Guj in 24 hrs; total cases now 7,402","
Gujarat has reported 390 new coronavirus cases in the last 24 hours, taking the total number of cases in the state to 7,402. The death toll from coronavirus in Gujarat rose to 449 after the state reported 24 more deaths in the last 24 hours. Out of the 390 cases, 269 of them were reported in the Ahmedabad district.

short by Nandini Sinha / 
      11:15 pm on 08 May

"
"Coronavirus cases in Delhi cross 6,000-mark after doubling in 11 days","
The total number of coronavirus cases in Delhi has surged to 6,318 after doubling in 11 days. As many as 338 cases of coronavirus were confirmed in the national capital today, while the coronavirus death toll in Delhi stands at 68. As many as 2,020 coronavirus patients in Delhi have recovered till date, while the active cases stand at 4,230.

short by Anmol Sharma / 
      11:07 pm on 08 May

"
48 new coronavirus cases reported in Karnataka; total cases rise to 753,"
Karnataka on Friday recorded 48 new coronavirus cases, taking the total number of cases there to 753, said the state's health and family welfare department. Out of the total cases, 376 coronavirus patients have recovered and have been discharged. Karnataka now has 346 active coronavirus cases, while 30 people have died of the virus in the state so far.

short by Sakshita Khosla / 
      11:26 pm on 08 May

"
"Coronavirus death toll in Rajasthan crosses 100; positive cases rise to 3,579","
The death toll from coronavirus in Rajasthan rose to 103 on Friday, while the total number of positive cases in the state has risen to 3,579. As many as 2,011 patients have recovered in Rajasthan, while 1,770 patients have been discharged from hospitals. Jaipur remains the worst-hit district in Rajasthan with 1,145 cases and 54 deaths.

short by Nandini Sinha / 
      11:15 pm on 08 May

"
"Cases will increase when India lifts lockdown, but people shouldn't be scared: WHO","
In an interview with NDTV, World Health Organization’s COVID-19 special envoy David Nabarro said, ""Coronavirus cases will increase in India when the lockdown is lifted, but people should not be scared."" ""The number of cases in India is large. But compared to the population of India, it is not a very large number,"" he further said.

short by Ankush Verma / 
      08:37 am on 09 May

"
Biggest threat to Brazil's COVID-19 response is its President: The Lancet,"
The ""biggest threat"" to Brazil's COVID-19 response is its President Jair Bolsonaro, British medical journal The Lancet said in an editorial. ""He...continues to sow confusion by openly flouting...the sensible measures of physical distancing,"" it said. When asked earlier about the record number of coronavirus deaths, Bolsonaro had said, ""So what? I'm sorry, but what do you want me to do?""

short by Nandini Sinha / 
      07:00 am on 09 May

"
"Italy becomes third country to record 30,000 coronavirus deaths","
Italy on Friday became the third country to record at least 30,000 deaths due to coronavirus. Italy reported 243 deaths due to coronavirus in the last 24 hours, taking the total death toll to 30,201. Only the US and the UK have reported more deaths from the virus. The total number of confirmed coronavirus cases in Italy surged to 217,185.

short by Anmol Sharma / 
      10:13 pm on 08 May

"
Six-week-old baby becomes youngest in UK to die of coronavirus,"
A six-week-old baby has become the youngest person to die of coronavirus in the UK, NHS (National Health Service) England has confirmed. The infant had serious underlying health conditions and had remained in hospital since birth. A total of 31,241 people have died of coronavirus in the UK till date.

short by Anmol Sharma / 
      10:40 pm on 08 May

"
"Coronavirus cases in Tamil Nadu cross 6,000-mark, death toll at 40","
Tamil Nadu recorded 600 new coronavirus cases on Friday, taking the total number of cases there to 6,009, said the state's health department. Three more people died of the virus in Tamil Nadu on Friday, taking the state's coronavirus death toll to 40. Of the new cases, 399 coronavirus cases were reported from Chennai alone.

short by Sakshita Khosla / 
      10:33 pm on 08 May

"
"It's like 50,000 people watching aren't there: Badrinath on Dhoni's mental toughness","
Former cricketer S Badrinath has said that for him, the epitome of mind skills training is MS Dhoni. He added, ""He is totally detached from everything automatically. When he is going out there, going about the business, it feels as though the 50,000 people watching him are not there."" ""Dhoni has maximised his potential into results,"" Badrinath further said.

short by Anmol Sharma / 
      11:10 pm on 08 May

"
MS Dhoni reads the game strategically slightly better than Ponting: Hussey,"
Ex-Australia batsman Michael Hussey has said MS Dhoni reads the game strategically better than ex-Australia captain Ricky Ponting. ""The way Dhoni makes some moves out there in field, I'll be sort of thinking 'Where’s he going with this?' He just backs his gut feel,"" Hussey added. ""Two different captains but both very effective in their own ways,"" he further said.

short by Anmol Sharma / 
      10:49 pm on 08 May

"
"We make Smith, Kohli the best because we take shine off the ball: Warner to Rohit","
During an Instagram live session with Rohit Sharma, Australia opener David Warner said, ""People say Virat Kohli and Steve Smith are the best in the world. But we make Smith and Kohli [the best] because we take shine off the ball."" He added, ""We've got an important job as openers."" Warner has opened in 344 of his 355 international innings.

short by Anmol Sharma / 
      07:07 am on 09 May

"
Andhra govt sanctions ₹30 cr for financial aid to Vizag gas leak victims,"
Andhra Pradesh government on Friday sanctioned ₹30 crores towards ex-gratia and financial assistance for victims of Visakhapatnam gas leak incident. The families of the deceased will be given ₹1 crore each and the CM has instructed officials to immediately release ex-gratia amount to victims. Eleven people died due to the gas leak and around 1,000 others were impacted.

short by Sakshita Khosla / 
      10:36 pm on 08 May

"
"₹75,000 fine for selling liquor at a higher price than MRP: UP govt","
Acting on complaints of overcharging by liquor vendors, the Uttar Pradesh government warned of strict action against those selling liquor at a rate higher than the Maximum Retail Price (MRP). Liquor vendors caught overcharging will be fined ₹75,000 for the first offence, ₹1.5 lakh for the second and their license will be cancelled after the third offence, an official said.

short by Kirti Joshi / 
      09:09 am on 09 May

"
"Trump denies role in plot to overthrow Venezuela Prez, says he'd use 'invasion'","
US President Donald Trump has denied his country's involvement in a failed covert plot to overthrow Venezuelan President Nicolás Maduro. ""If I wanted to go into Venezuela I wouldn't make a secret about it...I'd go in and they'd do nothing about it...It'd be called an invasion,"" Trump said. He added that the incursion was carried out by a ""rogue group"".

short by Nandini Sinha / 
      10:00 pm on 08 May

"
Japan requests India to allow its companies to restart operations,"
In a telephonic conversation with External Affairs Minister S Jaishankar, his Japanese counterpart Motegi Toshimitsu ""requested cooperation for the resumption of activities by Japanese companies in India"". Over 1,400 Japanese companies have a presence in India. Motegi also expressed his gratitude for the support of the Indian government in the repatriation of Japanese nationals residing in India.

short by Krishna Veera Vanamali / 
      09:11 am on 09 May

"
Feels like it's been 22 yrs since lockdown began: Ajay shares old pic with Kajol,"
Ajay Devgn took to social media to share an old black and white picture featuring him and his wife Kajol. ""Feels like it's been twenty-two years since the lockdown began,"" he captioned. Commenting on the post, a user wrote, ""Hahaha, but this lockdown is permanent, don't hope for any relaxation,"" while another wrote, ""You cannot escape from this lockdown.""

short by Udit Gupta / 
      10:33 pm on 08 May

"
Barcelona return to training for 1st time in 2 months,"
La Liga side Barcelona featuring Lionel Messi on Friday returned to training for the first time since the suspension of the Spanish league on March 12. According to reports, individual training sessions were held with the squad divided over three pitches. Earlier in the week, all of the Barcelona players were tested negative for coronavirus.

short by Ankur Taliyan / 
      10:38 pm on 08 May

"
Intel accused of compromising workers' safety for chip production,"
Intel has been accused of compromising workers' safety to maintain chip production amid COVID-19, Bloomberg reported. Workers at an Arizona factory said it didn't isolate staff who worked closely with COVID-19-positive teammates and didn't institute tests. Intel said it responded with new policies to improve employee safety and kept output high as its products are essential.

short by Aishwarya / 
      11:15 pm on 08 May

"
Playing in empty stadiums would be a hollow feeling: Alex Carey,"
Australia wicketkeeper-batsman Alex Carey has said that cricket, as people are used to, will be different in the post-COVID-19 world. ""It's hard to picture anything without the fans. It's going to be a hollow feeling,"" he stated. Carey, however, added that if cricket is played behind closed doors, it will give fans ""live cricket to look forward to on TV"".

short by Ankur Taliyan / 
      09:59 pm on 08 May

"
EU offers $163 million aid package to Pakistan to fight COVID-19,"
The European Union (EU) has offered an aid package of over $163 million to Pakistan to combat the coronavirus pandemic and boost its economic development, according to a statement by the EU. The EU Ambassador to Pakistan Androulla Kaminara met PM Imran Khan to reiterate the bloc's commitment ""to support Pakistan during and beyond the COVID-19 crisis"", the statement added.

short by Kiran Khatri / 
      10:51 pm on 08 May

"
It was memorable: Yusuf on his T20I debut vs Pak in 2007 WC final,"
Recalling his T20I debut in the 2007 ICC World Twenty20 final against Pakistan, Yusuf Pathan revealed that he was in the gym when Yuvraj Singh told him he was to open in the match. ""It was such a short time to digest that big news...Gautam Gambhir was my partner...he asked me to enjoy the occasion,"" Yusuf said.

short by Ankur Taliyan / 
      10:59 pm on 08 May

"
Google Lens lets users paste handwritten notes to laptops,"
Google has announced that Google Lens will now be able to paste handwritten notes to another signed-in device with Chrome, like user's laptop. Users can select text with Lens on their phones and tap ""copy to computer"" to quickly paste it on their laptops. The feature requires a user to be logged in with same Google account on both devices.

short by Aishwarya / 
      10:10 pm on 08 May

"
Human urine could help make concrete on Moon: European Space Agency,"
A European Space Agency study has suggested human urine could be used as an ingredient in making concrete to build on the Moon. It said urea, found in human urine, would make mixture for ""lunar concrete"" more malleable before it hardens into its sturdy final form. Researchers found adding urea worked better than other common plasticisers to reduce water need.

short by Aishwarya / 
      09:59 pm on 08 May

"
"Defence Ministry, Tata Power SED sign ₹1,200 cr deal to modernise 37 airfields","
The Defence Ministry has signed a deal worth ₹1,200 crore with Tata Power SED to modernise infrastructure of 37 airfields for Indian Air Force, Indian Navy and Indian Coast Guard. The project will give a boost to over 250 MSMEs that will be directly benefitted, the ministry said. Earlier, 30 airfields were upgraded under Phase I of the infrastructure program.

short by Kiran Khatri / 
      11:05 pm on 08 May

"
1st COVID-19 death reported in GB Nagar as 60-yr-old Noida resident passes away,"
A 60-year-old man died due to coronavirus in Uttar Pradesh's Noida on Friday, becoming the first fatality due to the virus in Gautam Buddha Nagar district. According to officials, the man died of respiratory failure. The total number of positive cases in Gautam Buddha Nagar has risen to 214, while 118 people have been discharged.

short by Nandini Sinha / 
      08:49 pm on 08 May

"
"Madras HC orders closure of liquor stores in Tamil Nadu, permits only online sale","
The Madras High Court today ordered closure of all state-run TASMAC liquor shops in Tamil Nadu and permitted only online sale of liquor in the state. The court found violation of social distancing norms at the stores and said liquor is not an essential item. The stores will remain shut until May 17, when the lockdown is supposed to end.

short by Anmol Sharma / 
      08:20 pm on 08 May

"
Afghan Health Minister Ferozuddin Feroz tests positive for COVID-19,"
Afghan Health Minister Ferozuddin Feroz has tested positive for coronavirus, the health ministry said on Friday. The country has recorded 215 new infections of COVID-19 in the last 24 hours, taking the total number of cases to 3,776 with 109 deaths, the ministry added. Last month, at least 20 workers in the palace of President Ashraf Ghani tested positive. 

short by Kiran Khatri / 
      07:52 pm on 08 May

"
Kim congratulates Chinese Prez Xi for 'victory in war' against COVID-19,"
North Korean leader Kim Jong-un sent a personal message to Chinese President Xi Jinping to congratulate him for ""seizing a chance of victory in the war against the unprecedented epidemic"", the state media reported. When asked about Kim's message to Xi, the Chinese foreign ministry said China and North Korea are in close communication on COVID-19 epidemic control. 

short by Kiran Khatri / 
      09:56 pm on 08 May

"
216 districts have not reported any coronavirus case so far: Govt,"
The government today said that 216 districts have not reported any case of coronavirus till date. It added that 42 districts haven't seen a fresh case in the last 28 days, while 29 districts haven't reported a fresh case in the last 21 days. As many as  36 districts have not reported a fresh case in the last 14 days.

short by Anmol Sharma / 
      08:00 pm on 08 May

"
"3.2% coronavirus patients in India are on oxygen support, 4.7% in ICU: Govt","
The Ministry of Health and Family Welfare on Friday said that out of all the 56,342 coronavirus cases in the country, 3.2% patients are on oxygen support, 4.7% of the patients are in ICU and 1.1% are on ventilator support. A total of 16,540 patients have been cured, taking the total recovery rate in India to 29.36%. 

short by Anmol Sharma / 
      07:53 pm on 08 May

"
"University exams for final year students, others to be promoted: Maha govt","
Maharashtra Higher and Technical Education Minister Uday Samant on Friday said that only final year college students will be appearing for exams between July 1 and 30. In view of coronavirus pandemic, Samant said that all other college students will be promoted to next year without exams, based on their performance in the earlier semesters as well as internal assessments.

short by Sakshita Khosla / 
      07:48 pm on 08 May

"
"Record 20.5 million American jobs lost in April, unemployment rate rose to 14.7%","
The US economy lost 20.5 million jobs in April due to coronavirus pandemic, the steepest plunge since the Great Depression, the Labor Department said. The unemployment rate surged to 14.7% last month, higher than the post-World War II record of 10.8% in November 1982. ""Our economy is on life support now,"" a former commissioner of the department, Erica Groshen said.

short by Kiran Khatri / 
      06:56 pm on 08 May

"
Wuhan market played a role in coronavirus outbreak: WHO,"
WHO said on Friday that a wholesale market in China's Wuhan played a role in the outbreak of the novel coronavirus last year. ""But what role we don't know, whether it was the source or amplifying setting or just a coincidence that some cases were detected in and around that market,"" said Dr Peter Ben Embarek, a WHO expert.

short by Nandini Sinha / 
      07:18 pm on 08 May

"
"By the looks of it, T20 World Cup will not go ahead in Australia: David Warner","
Australia opener David Warner has said that the 2020 T20 World Cup will not go ahead in Australia in October-November by the looks of it. ""It will be difficult to get all the 16 teams together,"" he added. The International Cricket Council (ICC) is yet to take the final call on the T20 showpiece event.

short by Anmol Sharma / 
      09:39 pm on 08 May

"
Give verdict in Babri demolition case by August 31: SC to CBI Court,"
The Supreme Court on Friday extended till August 31, 2020, the deadline for a special CBI Court in Lucknow to deliver the verdict in Babri Masjid demolition case. The SC bench said that the trial judge should ensure that the present deadline is ""no longer breached"". Thirty-two people are facing trial in the case, including BJP leader LK Advani.

short by Sakshita Khosla / 
      09:17 pm on 08 May

"
"BMC Commissioner Praveen Pardeshi transferred, Iqbal Chahal replaces him","
Maharashtra government on Friday transferred Praveen Pardeshi from the post of Brihanmumbai Municipal Corporation (BMC) Commissioner. Pardeshi has been handed over the charge of Additional Chief Secretary (Urban Development). He has been replaced by the current Principal Secretary (Urban Development) Iqbal Chahal as the new Commissioner of BMC.

short by Sakshita Khosla / 
      07:50 pm on 08 May

"
I hope I get to play a detective on-screen one day: Arjun,"
Actor Arjun Kapoor has said he wishes to play a detective on-screen. Talking about his role in 2019 film 'India's Most Wanted', the actor said, ""I got to live my childhood dream by playing an undercover agent and saving the country."" Arjun will be next seen in 'Sandeep Aur Pinky Faraar', which is written and directed by Dibakar Banerjee.

short by Udit Gupta / 
      09:56 pm on 08 May

"
"Irrfan found happiness in small things like flying kites, playing cricket: Imran","
Imran Hasnee, who starred alongside Irrfan Khan in films like 'Paan Singh Tomar' and 'A Mighty Heart', has said Irrfan found happiness in small things, like flying kites and playing cricket. ""He was not one of those people who would indulge in celebration for...award, like 'tamasha',"" he added. ""He used to feel happy to be surrounded by...family and...friends,"" said Imran.

short by Udit Gupta / 
      06:59 pm on 08 May

"
"Rishi's last film 'Sharmaji...' will release in theatres, confirms producer","
Late actor Rishi Kapoor's last film 'Sharmaji Namkeen' will release in theatres, producer Honey Trehan has confirmed. ""We all owe this to Rishiji, one of the silver screen legends,"" he added. Talking about the completion of the film, Honey said, ""We shot a major portion of the film in Delhi during January. Only a four-day schedule was pending.""

short by Udit Gupta / 
      07:58 pm on 08 May

"
It's been extremely challenging to raise a newborn in Italy: Shweta,"
Singer Shweta Pandit has said it has been ""extremely challenging"" to raise her newborn girl, Izana, in Italy. ""We are not with my part of the family here. Plus...Indian traditional way of raising a newborn is very different from the Italian way,"" she added. ""I'm used to the Indian way because that's what I've seen from years,"" Shweta further said. 

short by Udit Gupta / 
      08:57 pm on 08 May

"
"Ty, Mercury Prize-nominated UK rapper, dies at 47 due to COVID-19 complications","
British rapper Ty, aged 47, passed away on May 7 after contracting pneumonia while recovering from coronavirus. He released his debut album 'Awkward' in 2001 and was nominated for the Mercury Prize in 2004 for the album 'Upwards'. Roots Manuva, who collaborated with Ty, took to Twitter to condole his death and wrote, ""Rest my Brother. You did good.""

short by Udit Gupta / 
      09:01 pm on 08 May

"
 I would love to return to the Golmaal franchise: Sharman Joshi,"
Sharman Joshi, who was replaced by Shreyas Talpade after the first part of 'Golmaal', has said he would love to return to the franchise. ""I would be more than happy,"" he added. Earlier, Sharman had said he was ""thrown out"" of the franchise, stating, ""My manager was negotiating. I think some egos were ruffled...it came down to me not doing...film.""

short by Udit Gupta / 
      07:58 pm on 08 May

"
Salman got me good films when I was going through rough phase: Aasif,"
Aasif Sheikh, who played Vibhuti in the show 'Bhabi Ji Ghar Par Hai', has said he ""really appreciates"" Salman Khan as he got him ""a couple of good films"" when he was going through a rough phase. Aasif further said Salman has been a ""family friend"", adding, ""Salim uncle (Salman's father) is very fond of me...He loves me a lot.""

short by Udit Gupta / 
      09:55 pm on 08 May

"
SC remark on online liquor sale should help hesitant states: Liquor body,"
Indian Alcoholic Beverage Companies' body's Director General Vinod Giri said Supreme Court's remark that states should consider home delivery of alcohol should help states hesitant about legality of matter. Earlier, Supreme Court had said states should consider home delivery of liquor for social distancing. ""It's good indication of Supreme Court's mind on how it reviews the matter,"" Giri added. 

short by Aishwarya / 
      08:29 pm on 08 May

"
Boston Dynamics robot asks people to maintain distance in Singapore,"
Singapore has deployed Boston Dynamics' four-legged Spot robot to remind park visitors to maintain a safe distance from one another. The robot has been deployed in a central park on Friday as a part of a two-week trial. ""For your own safety and for those around you, please stand at least one metre apart. Thank you,"" robot was heard saying.

short by Aishwarya / 
      08:31 pm on 08 May

"
Zoom hacker streams child sex abuse video into kids' fitness class in UK,"
A hacker streamed child sex abuse footage into a fitness class of 60 children on Zoom in Plymouth, UK. Devon and Cornwall police believe the hacker gained access after call's details were published on online forums. The hacker hasn't been identified yet. ""This...is truly devastating...and our user policies explicitly prohibit any obscene...activity...on the platform,"" a Zoom spokesperson said.

short by Aishwarya / 
      09:29 pm on 08 May

"
Playing in Indian conditions hardest for us: David Warner,"
During an Instagram live session with Rohit Sharma, David Warner said that playing in Indian conditions is ""hardest"" for Australia. ""I love playing against India in India, everyone is against you...you have more motivation to succeed,"" he added. In the last 10 years, Australia have won two bilateral series out of the 10 played across formats in India.

short by Ankur Taliyan / 
      08:50 pm on 08 May

"
"Ravi Shastri has a shrewd cricket brain, was always aggressive: Ian Chappell","
During a Facebook live session, former Australia captain Ian Chappell said that India head coach Ravi Shastri always had a ""shrewd"" and ""aggressive cricketing brain"". ""If he's the captain he is trying to take wickets...this was one of the things about the 1985 India side,"" Chappell added. Shastri was named player for the tournament during 1985 World Championship of Cricket.

short by Ankur Taliyan / 
      08:02 pm on 08 May

"
"Umar didn't show remorse, nor did he seek apology: PCB disciplinary panel head","
Pakistan Cricket Board's disciplinary panel head Fazal-e-Miran Chauhan observed in his judgment regarding Umar Akmal's three-year ban that the batsman did not seem prepared to show remorse nor did he seek an apology for failing to report corrupt approaches. ""The charge as framed is proved and the participant [Umar Akmal] has rendered himself liable to be punished,"" Chauhan stated.

short by Ankur Taliyan / 
      07:12 pm on 08 May

"
Clearview AI won't transact with private companies anymore: Report,"
Facial-recognition startup Clearview AI said it will no longer transact with private companies and non-law enforcement entities, BuzzFeed reported. It will also be terminating all contracts, regardless of whether they are for law enforcement purposes or not, in Illinois. The move is in response to lawsuit it is facing in Illinois over alleged violation of state's privacy law.

short by Aishwarya / 
      08:28 pm on 08 May

"
Franklin Templeton issues unconditional apology to SEBI after CEO's remarks,"
Franklin Templeton Mutual Fund has issued an ""unconditional apology"" to SEBI after its global chief said the tightening of guidelines contributed to the winding up of their six schemes. In a notice, Franklin said CEO Jenny Johnson had been quoted out of context by the media. ""We deeply regret any unintended slight this may have caused to...SEBI,"" the company added.

short by Kiran Khatri / 
      09:17 pm on 08 May

"
"CBSE to conduct pending Class 10, 12 board exams from July 1 to 15","
HRD Minister Ramesh Pokhriyal 'Nishank' on Friday announced that the CBSE will conduct the pending Class 10 and Class 12 board exams from July 1 to July 15. He added that exams will be held for 29 main subjects only. The exams were delayed on account of closure of institutions in the country because of the coronavirus lockdown.

short by Anmol Sharma / 
      05:37 pm on 08 May

"
"Brazil man complains of severe back pain, finds out he has 3 kidneys","
A 38-year-old Brazilian man discovered he has three kidneys after undergoing a CT scan for his back pain, according to a case report in The New England Journal of Medicine. The scan showed the man had a herniated disk. It also revealed that he had three kidneys, one on his left side and two fused kidneys located near the pelvis.

short by Nandini Sinha / 
      05:11 pm on 08 May

"
"8,000 Karnataka doctors on COVID-19 frontline protest against low stipend","
Nearly 8,000 resident doctors in Karnataka, who are fighting COVID-19 on the frontline, have been demanding a hike in their monthly stipend. The doctors said they receive a stipend of ₹30,000 which was last hiked in 2015 while their tuition fees are five-folds higher. ""Delhi pays a stipend of more than ₹80,000. Maharashtra pays around ₹55,000,"" a doctor added.

short by Kiran Khatri / 
      06:24 pm on 08 May

"
Aarogya Setu becomes world's 7th most downloaded app in April: Report,"
Aarogya Setu became the seventh most downloaded non-game app worldwide in April, Sensor Tower reported. Earlier, the government had said that Aarogya Setu had close to 90 million downloads by May 4. Zoom was the most downloaded non-game app worldwide with close to 131 million installs, a 60 times growth from April 2019.

short by Aishwarya / 
      05:15 pm on 08 May

"
"24 BSF personnel test +ve in Tripura, state tally reaches 88","
Tripura CM Biplab Kumar Deb on Thursday tweeted that 24 BSF personnel tested positive for COVID-19 on Thursday, taking the total number of cases in the state to 88. He added that the fresh cases were reported in the 86th battalion headquarters of the BSF located at Ambassa, Dhalai district. Two patients have recovered in the state so far. 

short by Aarushi Maheshwari / 
      04:59 pm on 08 May

"
We will have to learn to live with coronavirus: Health Ministry,"
During a press briefing on coronavirus situation in India, Ministry of Health and Welfare's Joint Secretary Lav Agarwal said, ""We will have to learn to live with the virus. All practices should be implemented as a behavioural change."" He added, ""The challenge is massive, we need everyone's support."" He also said that the doubling rate of cases reduced recently.

short by Anmol Sharma / 
      05:09 pm on 08 May

"
Indore pvt hospital temporarily shut after 4 patients die within 6 hrs: Official,"
A private hospital in Indore, MP has been temporarily shut after four patients died within six hours, Chief Medical and Health Officer Praveen Jadia said. This came after a video showed relatives of the deceased blaming the hospital for the deaths. They alleged the hospital didn't pay attention to patients' treatment as it wanted facility to be vacated for sanitisation.

short by Sakshita Khosla / 
      06:27 pm on 08 May

"
SC stays Odisha HC order allowing only COVID-19 -ve migrant workers to return,"
The Supreme Court has stayed the order passed by the Odisha High Court on Thursday which directed that migrant workers be allowed to enter the state only after testing negative for coronavirus. Solicitor General Tushar Mehta told the apex court that the Home Ministry had allowed workers with no coronavirus symptoms to return on condition of quarantine in native state.

short by Kiran Khatri / 
      06:21 pm on 08 May

"
China's Shanghai Disneyland tickets sold out for 1st day as it prepares to re-open,"
Tickets for Shanghai Disneyland's re-opening in China on May 11 sold out on Friday, according to the park's website. The park, which is scheduled to open after a three-month shut down because of the coronavirus outbreak in the country, will resume operations of majority of the rides, some shows and shopping and dining locations with ""controlled attendance"".

short by Kirti Joshi / 
      04:30 pm on 08 May

"
Scientists obtain some of the highest resolution images of Jupiter ever,"
Scientists have obtained some of the ""sharpest"" images of Jupiter by using a technique called ""lucky imaging"". They combined multiwavelength observations from Gemini North telescope in Hawaii, NASA's Hubble Space Telescope and Juno spacecraft orbiting Jupiter. These images revealed that the dark spots on Jupiter's ""Great Red Spot"" are gaps in the cloud cover rather than masses of dark material.

short by Dharna / 
      06:20 pm on 08 May

"
"Mill workers protest against wage deduction in J&K, damage police vehicle","
Thousands of workers of the Chenab Textile Mills in J&K's Kathua on Friday protested against deduction of their wages by the management. The protest turned violent as the workers damaged factory infrastructure and a police vehicle. The workers think they haven't been paid sufficiently and also want to go home amid lockdown, said Kathua SSP Shailendra Mishra.

short by Sakshita Khosla / 
      05:06 pm on 08 May

"
Saddened beyond words: Prez Kovind on workers killed in train accident,"
President Ram Nath Kovind on Friday said he was ""saddened beyond words to learn about the loss of lives in the railway track accident near Aurangabad in Maharashtra"". ""My thoughts and prayers are with the bereaved families. Wishing speedy recovery to the injured,"" he added. Sixteen migrant workers were killed after being run over by a goods train in Nanded.

short by Sakshita Khosla / 
      06:29 pm on 08 May

"
79-year-old woman buried by son in grave found alive after 3 days in China,"
A 79-year-old woman buried by her son in an abandoned graveyard in China's Shaanxi province was found alive after three days. The woman's daughter-in-law, who had reported her missing, said that her husband had taken his mother out but she had not returned. He confessed he had buried his mother and officers rescued her after hearing her cry for help.

short by Nandini Sinha / 
      04:48 pm on 08 May

"
"Europe's wealthiest person loses $30 bn this year, more than anyone in the world","
Europe's wealthiest person Bernard Arnault has seen his net worth shrink by over $30 billion this year, more than any other individual in the world, according to Bloomberg. Shares of his luxury goods group LVMH are down 19% this year amid the coronavirus pandemic. Meanwhile, world's richest person Jeff Bezos gained as much money as Arnault lost in 2020.

short by Krishna Veera Vanamali / 
      04:12 pm on 08 May

"
SEBI asks Franklin Templeton to focus on refunding investors' money,"
Markets regulator SEBI has advised Franklin Templeton Mutual Fund to focus on returning money to investors at the earliest after it closed six of its debt schemes. This comes after Franklin's global chief said the tightening of norms for investment in unlisted debt by SEBI had contributed to the winding up of their schemes. Franklin later tendered an unconditional apology.

short by Dharna / 
      05:54 pm on 08 May

"
Imtiaz gave me best performance of my career yet in 'Love Aaj...': Kartik,"
Kartik Aaryan took to Instagram to thank director Imtiaz Ali for giving him the ""best performance"" of his career yet in 'Love Aaj Kal'. Adding that many actors' ""greatest performances"" have been in Imtiaz's films, Kartik wrote, ""He isn't just a director, he is a magician."" ""The moment he narrates the story, you are pulled into a dream,"" Kartik added.

short by Atul Mishra / 
      04:46 pm on 08 May

"
Challenging to direct actor of his stature at home: Nitesh on Big B,"
Director Nitesh Tiwari has said that it was challenging to direct an actor of Amitabh Bachchan's stature from home for a Kaun Banega Crorepati (KBC) promo, amid the coronavirus pandemic. ""But what made it easy for us is the sheer enthusiasm that Mr Bachchan shows. He also loves challenges. His enthusiasm is still childlike,"" Nitesh said.

short by Atul Mishra / 
      04:55 pm on 08 May

"
I tell my kids it's important not to consume single-use plastic: Karan,"
Karan Johar has said he tells his three-year-old twins, Yash and Roohi, about how it's important not to consume single-use plastic because it's a ""big deterrent to our planet"". ""Saying no to plastic is...one thing I've been...inculcating within their sensibility,"" he added. ""We sometimes pretend...their home is just their residence...that's not true. Our planet is also our home,"" Karan said.

short by Udit Gupta / 
      05:23 pm on 08 May

"
Hrithik provides hand sanitisers for Mumbai Police amid COVID-19 pandemic,"
Hrithik Roshan has provided hand sanitisers for on-duty Mumbai Police personnel amid the coronavirus pandemic. Mumbai Police took to Twitter to thank the actor for contributing towards the safety of ""frontline warriors"". ""My gratitude to our police forces, who've taken our safety in their hands. Stay safe. My love & respect to all in the line of duty,"" Hrithik wrote. 


short by Udit Gupta / 
      05:27 pm on 08 May

"
Musk appreciates California's move to re-open certain industries,"
Responding to California issuing guidelines for re-opening certain ""lower risk industries"", Tesla CEO Elon Musk tweeted, ""Yeah!!"" However, Tesla is located in one of San Francisco Bay Area counties, Alameda, that have a separate coronavirus lockdown scheduled to last till May end. Alameda Sheriff's Office spokesman Ray Kelly told Reuters that the state's order does not supersede the county's plan.

short by Aishwarya / 
      04:40 pm on 08 May

"
Alphabet's Sidewalk Labs cancels 'smart city' project in Toronto,"
Alphabet-owned Sidewalk Labs' CEO Dan Doctoroff said they will no longer pursue the 12-acre Quayside project in Toronto due to ""unprecedented economic uncertainty"". Sidewalk Labs had developed a proposal for a futuristic, data-driven city development along Toronto's downtown Lakeshore.  Sidewalk Labs had announced a $50 million investment into the project in 2017. 

short by Aishwarya / 
      06:54 pm on 08 May

"
"If we can't play Test cricket at its best, we shouldn't play it: Root","
On the question of resuming cricket amid the coronavirus pandemic, England Test captain Joe Root has said, ""If the game is compromised, it shouldn't be going ahead."" He added, ""The game itself, the intensity it is played at, if you can't play Test cricket at its absolute best we shouldn't play it. It's not a fair reflection of the sport.""

short by Ankur Taliyan / 
      06:11 pm on 08 May

"
India may see 0% GDP growth in 2020-21 due to COVID-19 pandemic: Moody's,"
Moody's has said India is expected to see 0% GDP growth in 2020-21 due to the coronavirus pandemic while the fiscal deficit may rise to 5.5% of GDP. The agency added that the growth may bounce back to 6.6% in 2021-22. It has also projected that government debt ratios may rise to around 81% of GDP over next few years.

short by Kiran Khatri / 
      04:41 pm on 08 May

"
8 players test +ve for COVID-19 in Italian football league as training resumes,"
At least eight Italian football league, Serie A, players have tested positive for coronavirus after the clubs resumed individual training this week ahead of the possible resumption of the league later in the month. Four players have tested positive at 16th-placed Sampdoria, three at 13th-placed Fiorentina and one at 15th-placed Torino. Over 29,500 have died of COVID-19 in Italy. 

short by Ankur Taliyan / 
      04:13 pm on 08 May

"
